avg_6,avg_4,avg_bf,avg_sr,avg_mins,runs,mins,BF,4s,6s,SR,pos,dismissal,inns,opposition,ground,date,odi_id,player
0,2.846153846,31.69230769,0.77184466,44,5,18,14,0,0,35.71,5,lbw,2,South Africa,Cape Town,07-Feb-17,ODI # 3833,DM de Silva
0,2.642857143,30.42857143,0.758215962,42.14285714,11,30,19,1,0,57.89,5,bowled,2,South Africa,Centurion,10-Feb-17,ODI # 3834,DM de Silva
0,2.533333333,29.66666667,0.750561798,41.33333333,1,6,6,0,0,16.66,6,caught,1,Pakistan,Cardiff,12-Jun-17,ODI # 3888,DM de Silva
0,2.375,28.1875,0.742793792,39.125,84,-,66,8,3,127.27,7,caught,2,South Africa,Pallekele,05-Aug-18,ODI # 4029,DM de Silva
0.176470588,2.705882353,30.41176471,0.810444874,39.125,10,-,10,2,0,100,6,caught,1,South Africa,Pallekele,08-Aug-18,ODI # 4030,DM de Silva
0.166666667,2.666666667,29.27777778,0.814041746,39.125,30,-,41,1,1,73.17,6,caught,1,South Africa,Colombo (RPS),12-Aug-18,ODI # 4031,DM de Silva
0.210526316,2.578947368,29.89473684,0.808098592,39.125,0,-,3,0,0,0,4,lbw,2,Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,DM de Silva
0.2,2.45,28.55,0.80385289,39.125,23,-,38,2,1,60.52,3,run out,2,Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,DM de Silva
0.238095238,2.428571429,29,0.791461412,39.125,36,66,50,2,1,72,6,not out,2,England,Dambulla,13-Oct-18,ODI # 4053,DM de Silva
0.272727273,2.409090909,29.95454545,0.786039454,40.34659091,3,-,10,0,0,30,6,caught,1,England,Pallekele,17-Oct-18,ODI # 4054,DM de Silva
0.260869565,2.304347826,29.08695652,0.77877429,40.34659091,17,-,28,2,0,60.71,5,caught,1,England,Pallekele,20-Oct-18,ODI # 4055,DM de Silva
0.25,2.291666667,29.04166667,0.771879484,40.34659091,19,-,15,1,1,126.66,7,not out,1,England,Colombo (RPS),23-Oct-18,ODI # 4058,DM de Silva
0.28,2.24,28.48,0.782303371,40.34659091,36,-,29,5,1,124.13,2,lbw,2,New Zealand,Nelson,08-Jan-19,ODI # 4076,DM de Silva
0.307692308,2.346153846,28.5,0.800269906,40.34659091,39,73,52,3,0,75,6,stumped,1,South Africa,Johannesburg,03-Mar-19,ODI # 4104,DM de Silva
0.296296296,2.37037037,29.37037037,0.796973518,41.55597643,15,27,26,2,0,57.69,6,caught,2,South Africa,Centurion,06-Mar-19,ODI # 4107,DM de Silva
0.285714286,2.357142857,29.25,0.78998779,41.03612013,22,61,46,2,0,47.82,7,caught,1,South Africa,Gqeberha,13-Mar-19,ODI # 4114,DM de Silva
0.275862069,2.344827586,29.82758621,0.773410405,41.72452978,12,14,12,2,0,100,8,caught,1,South Africa,Cape Town,16-Mar-19,ODI # 4115,DM de Silva
0.266666667,2.333333333,29.23333333,0.776510832,40.80037879,7,-,10,0,0,70,7,caught,1,Scotland,Edinburgh,21-May-19,ODI # 4142,DM de Silva
0.258064516,2.258064516,28.61290323,0.775648253,40.80037879,4,15,13,1,0,30.76,5,lbw,1,New Zealand,Cardiff,01-Jun-19,ODI # 4145,DM de Silva
0.25,2.21875,28.125,0.768888889,39.99411695,0,7,4,0,0,0,6,caught,1,Afghanistan,Cardiff,04-Jun-19,ODI # 4149,DM de Silva
0.242424242,2.151515152,27.39393939,0.765486726,38.99429522,16,43,30,2,0,53.33,8,not out,2,Australia,The Oval,15-Jun-19,ODI # 4159,DM de Silva
0.235294118,2.147058824,27.47058824,0.758029979,39.11211007,29,48,47,1,0,61.7,7,caught,1,England,Leeds,21-Jun-19,ODI # 4168,DM de Silva
0.228571429,2.114285714,28.02857143,0.75127421,39.36604978,24,54,41,2,0,58.53,6,bowled,1,South Africa,Chester-le-Street,28-Jun-19,ODI # 4176,DM de Silva
0.222222222,2.111111111,28.38888889,0.744618395,39.7725484,6,5,3,1,0,200,8,not out,1,West Indies,Chester-le-Street,01-Jul-19,ODI # 4180,DM de Silva
0.216216216,2.081081081,27.7027027,0.748292683,38.8327498,29,60,36,1,0,80.55,7,not out,1,India,Leeds,06-Jul-19,ODI # 4187,DM de Silva
0.210526316,2.052631579,27.92105263,0.750235627,39.3897827,18,-,12,3,0,150,8,caught,1,Bangladesh,Colombo (RPS),26-Jul-19,ODI # 4193,DM de Silva
0.205128205,2.076923077,27.51282051,0.75862069,39.3897827,18,-,29,2,0,62.06,6,caught,2,West Indies,Colombo (SSC),22-Feb-20,ODI # 4246,DM de Silva
0.2,2.075,27.55,0.754990926,39.3897827,12,-,5,2,0,240,7,bowled,1,West Indies,Hambantota,26-Feb-20,ODI # 4247,DM de Silva
0.195121951,2.073170732,27,0.762420958,39.3897827,51,-,47,5,0,108.51,6,caught,1,West Indies,Pallekele,01-Mar-20,ODI # 4250,DM de Silva
0.19047619,2.142857143,27.47619048,0.775563258,39.3897827,9,17,15,1,0,60,5,bowled,2,Bangladesh,Mirpur,23-May-21,ODI # 4290,DM de Silva
0.186046512,2.11627907,27.18604651,0.773310522,38.86909007,10,25,21,0,0,47.61,5,lbw,2,Bangladesh,Mirpur,25-May-21,ODI # 4291,DM de Silva
0.181818182,2.068181818,27.04545455,0.768067227,38.55388348,55,113,70,4,0,78.57,5,not out,1,Bangladesh,Mirpur,28-May-21,ODI # 4292,DM de Silva
0.177777778,2.111111111,28,0.769047619,40.20824163,91,150,91,13,0,100,4,caught,1,England,The Oval,01-Jul-21,ODI # 4297,DM de Silva
0.173913043,2.347826087,29.36956522,0.784603997,42.59501898,4,20,12,1,0,33.33,4,caught,1,England,Bristol,04-Jul-21,ODI # 4298,DM de Silva
0.170212766,2.319148936,29,0.780630961,42.1142739,14,32,27,1,0,51.85,4,caught,1,India,Colombo (RPS),18-Jul-21,ODI # 4307,DM de Silva
0.166666667,2.291666667,28.95833333,0.775539568,41.90355986,32,52,45,1,0,71.11,4,caught,1,India,Colombo (RPS),20-Jul-21,ODI # 4309,DM de Silva
0.163265306,2.265306122,29.28571429,0.773519164,42.10960966,2,10,9,0,0,22.22,4,caught,2,India,Colombo (RPS),23-Jul-21,ODI # 4312,DM de Silva
0.16,2.22,28.88,0.770083102,41.46741746,44,74,62,5,0,70.96,4,stumped,1,South Africa,Colombo (RPS),02-Sep-21,ODI # 4314,DM de Silva
0.156862745,2.274509804,29.52941176,0.767596282,42.10531124,12,46,24,0,0,50,4,caught,2,South Africa,Colombo (RPS),04-Sep-21,ODI # 4315,DM de Silva
0.153846154,2.230769231,29.42307692,0.763398693,42.1802091,31,56,44,2,0,70.45,4,caught,1,South Africa,Colombo (RPS),07-Sep-21,ODI # 4318,DM de Silva
0.150943396,2.226415094,29.69811321,0.761753494,42.44095987,7,19,17,0,0,41.17,4,caught,1,Australia,Pallekele,14-Jun-22,ODI # 4409,DM de Silva
0.148148148,2.185185185,29.46296296,0.758013828,42.00686802,34,45,41,2,1,82.92,4,caught,1,Australia,Pallekele,16-Jun-22,ODI # 4412,DM de Silva
0.163636364,2.181818182,29.67272727,0.759803922,42.0612886,25,25,17,4,0,147.05,4,caught,2,Australia,Colombo (RPS),19-Jun-22,ODI # 4415,DM de Silva
0.160714286,2.214285714,29.44642857,0.767131595,41.75662274,60,90,61,7,0,98.36,4,caught,1,Australia,Colombo (RPS),21-Jun-22,ODI # 4416,DM de Silva
0.157894737,2.298245614,30,0.774853801,42.60299778,16,20,16,3,0,100,4,bowled,2,Afghanistan,Pallekele,25-Nov-22,ODI # 4485,DM de Silva
0.155172414,2.310344828,29.75862069,0.776940904,42.21329092,5,7,11,1,0,45.45,4,bowled,2,Afghanistan,Pallekele,30-Nov-22,ODI # 4490,DM de Silva
0.152542373,2.288135593,29.44067797,0.774899252,41.61645548,47,40,40,9,0,117.5,5,caught,2,India,Guwahati,10-Jan-23,ODI # 4501,DM de Silva
0.15,2.4,29.61666667,0.783905459,41.58951455,0,4,1,0,0,0,4,bowled,1,India,Eden Gardens,12-Jan-23,ODI # 4503,DM de Silva
0.147540984,2.360655738,29.14754098,0.783464567,40.973293,13,19,21,2,0,61.9,6,caught,1,New Zealand,Hamilton,31-Mar-23,ODI # 4557,DM de Silva
0.14516129,2.35483871,29.01612903,0.781545303,40.61888505,51,71,59,5,0,86.44,6,bowled,1,Afghanistan,Hambantota,02-Jun-23,ODI # 4579,DM de Silva
0.142857143,2.396825397,29.49206349,0.784176534,41.10112497,29,55,24,1,1,120.83,6,not out,1,Afghanistan,Hambantota,04-Jun-23,ODI # 4580,DM de Silva
0.15625,2.375,29.40625,0.789585547,41.31829489,5,-,5,0,0,100,7,lbw,1,U.A.E.,Bulawayo,19-Jun-23,ODI # 4587,DM de Silva
0.153846154,2.338461538,29.03076923,0.790143084,41.31829489,42,65,35,4,1,120,6,not out,1,Ireland,Bulawayo,25-Jun-23,ODI # 4599,DM de Silva
0.166666667,2.363636364,29.12121212,0.79760666,41.67710861,23,38,31,2,0,74.19,6,bowled,1,Scotland,Bulawayo,27-Jun-23,ODI # 4603,DM de Silva
0.164179104,2.358208955,29.14925373,0.79672299,41.62222639,93,159,111,8,2,83.78,6,caught,1,Netherlands,Bulawayo,30-Jun-23,ODI # 4606,DM de Silva
0.191176471,2.441176471,30.35294118,0.798934109,43.34837012,4,16,8,0,0,50,6,bowled,1,Netherlands,Harare,09-Jul-23,ODI # 4620,DM de Silva
0.188405797,2.405797101,30.02898551,0.797779923,42.95201693,2,5,7,0,0,28.57,6,bowled,2,Bangladesh,Pallekele,31-Aug-23,ODI # 4629,DM de Silva
0.185714286,2.371428571,29.7,0.796055796,42.40984526,14,18,19,1,0,73.68,6,bowled,1,Afghanistan,Lahore,05-Sep-23,ODI # 4633,DM de Silva
0.183098592,2.352112676,29.54929577,0.795519542,42.06604462,6,19,16,0,0,37.5,6,caught,1,Bangladesh,Colombo (RPS),09-Sep-23,ODI # 4637,DM de Silva
0.180555556,2.319444444,29.36111111,0.792336802,41.74568289,41,84,66,5,0,62.12,6,caught,2,India,Colombo (RPS),12-Sep-23,ODI # 4641,DM de Silva
0.178082192,2.356164384,29.8630137,0.787155963,42.32450915,5,17,7,0,0,71.42,7,caught,2,Pakistan,Colombo (RPS),14-Sep-23,ODI # 4644,DM de Silva
0.175675676,2.324324324,29.55405405,0.786922725,41.98228606,4,2,2,1,0,200,6,caught,1,India,Colombo (RPS),17-Sep-23,ODI # 4649,DM de Silva
0.173333333,2.306666667,29.18666667,0.788031064,41.44918891,11,28,14,1,0,78.57,6,caught,2,South Africa,Delhi,07-Oct-23,ODI # 4661,DM de Silva
0.171052632,2.289473684,28.98684211,0.788016341,41.2722259,25,47,34,3,0,73.52,6,caught,1,Pakistan,Hyderabad,10-Oct-23,ODI # 4665,DM de Silva
0.168831169,2.298701299,29.05194805,0.78721502,41.34661257,7,13,13,1,0,53.84,6,bowled,1,Australia,Lucknow,16-Oct-23,ODI # 4671,DM de Silva
0.166666667,2.282051282,28.84615385,0.785777778,40.98319446,30,57,37,1,2,81.08,6,bowled,2,Netherlands,Lucknow,21-Oct-23,ODI # 4676,DM de Silva
0.189873418,2.265822785,28.94936709,0.786182772,41.18593884,14,24,26,1,0,53.84,6,bowled,1,Afghanistan,Pune,30-Oct-23,ODI # 4687,DM de Silva
0.1875,2.25,28.9125,0.783398184,40.9711146,34,58,36,4,1,94.44,7,stumped,1,Bangladesh,Delhi,06-Nov-23,ODI # 4695,DM de Silva
0.197530864,2.271604938,29,0.785866326,41.18134775,19,36,24,2,1,79.16,7,caught,1,New Zealand,Bengaluru,09-Nov-23,ODI # 4698,DM de Silva
0,0,0,0,0,22,29,20,1,1,110,8,caught,1,Afghanistan,Hambantota,02-Jun-23,ODI # 4579,MADI Hemantha
1,1,20,1.1,29,13,24,15,1,0,86.66,9,not out,1,India,Colombo (RPS),17-Sep-23,ODI # 4649,MADI Hemantha
0.5,1,17.5,1,26.5,4,7,3,1,0,133.33,7,not out,2,Netherlands,Lucknow,21-Oct-23,ODI # 4676,MADI Hemantha
0.333333333,1,12.66666667,1.026315789,20,0,1,1,0,0,0,7,caught,2,India,Wankhede,02-Nov-23,ODI # 4690,MADI Hemantha
0,0,0,0,0,19,53,33,0,1,57.57,8,not out,1,England,Chester-le-Street,29-Jun-21,ODI # 4296,C Karunaratne
1,0,33,0.575757576,53,21,50,38,1,0,55.26,8,caught,1,England,The Oval,01-Jul-21,ODI # 4297,C Karunaratne
0.5,0.5,35.5,0.563380282,51.5,11,36,29,0,0,37.93,8,caught,1,England,Bristol,04-Jul-21,ODI # 4298,C Karunaratne
0.333333333,0.333333333,33.33333333,0.51,46.33333333,43,52,35,1,2,122.85,8,not out,1,India,Colombo (RPS),18-Jul-21,ODI # 4307,C Karunaratne
0.75,0.5,33.75,0.696296296,47.75,44,52,33,5,0,133.33,8,not out,1,India,Colombo (RPS),20-Jul-21,ODI # 4309,C Karunaratne
0.6,1.4,33.6,0.821428571,48.6,3,13,10,0,0,30,8,stumped,2,India,Colombo (RPS),23-Jul-21,ODI # 4312,C Karunaratne
0.5,1.166666667,29.66666667,0.792134831,42.66666667,7,14,7,0,0,100,8,not out,1,South Africa,Colombo (RPS),02-Sep-21,ODI # 4314,C Karunaratne
0.428571429,1,26.42857143,0.8,38.57142857,36,40,23,1,2,156.52,8,bowled,2,South Africa,Colombo (RPS),04-Sep-21,ODI # 4315,C Karunaratne
0.625,1,26,0.884615385,38.75,16,44,39,1,0,41.02,8,lbw,1,South Africa,Colombo (RPS),07-Sep-21,ODI # 4318,C Karunaratne
0.555555556,1,27.44444444,0.809716599,39.33333333,5,4,2,1,0,250,7,not out,2,Zimbabwe,Pallekele,16-Jan-22,ODI # 4341,C Karunaratne
0.5,1,24.9,0.823293173,35.8,34,68,38,2,0,89.47,7,run out,2,Zimbabwe,Pallekele,18-Jan-22,ODI # 4343,C Karunaratne
0.454545455,1.090909091,26.09090909,0.832752613,38.72727273,30,58,32,1,0,93.75,7,run out,1,Zimbabwe,Pallekele,21-Jan-22,ODI # 4347,C Karunaratne
0.416666667,1.083333333,26.58333333,0.843260188,40.33333333,7,11,7,1,0,100,7,caught,1,Australia,Pallekele,14-Jun-22,ODI # 4409,C Karunaratne
0.384615385,1.076923077,25.07692308,0.846625767,38.07692308,18,21,17,0,1,105.88,7,caught,1,Australia,Pallekele,16-Jun-22,ODI # 4412,C Karunaratne
0.428571429,1,24.5,0.857142857,36.85714286,0,5,2,0,0,0,7,not out,2,Australia,Colombo (RPS),19-Jun-22,ODI # 4415,C Karunaratne
0.4,0.933333333,23,0.852173913,34.73333333,7,16,9,0,0,77.77,8,lbw,1,Australia,Colombo (RPS),21-Jun-22,ODI # 4416,C Karunaratne
0.375,0.875,22.125,0.850282486,33.5625,75,118,75,8,2,100,8,caught,1,Australia,Colombo (RPS),24-Jun-22,ODI # 4418,C Karunaratne
0.470588235,1.294117647,25.23529412,0.876456876,38.52941176,14,31,21,2,0,66.66,9,caught,2,India,Guwahati,10-Jan-23,ODI # 4501,C Karunaratne
0.444444444,1.333333333,25,0.866666667,38.11111111,17,33,25,3,0,68,9,caught,1,India,Eden Gardens,12-Jan-23,ODI # 4503,C Karunaratne
0.421052632,1.421052632,25,0.856842105,37.84210526,1,13,6,0,0,16.66,7,run out,2,India,Thiruvananthapuram,15-Jan-23,ODI # 4505,C Karunaratne
0.4,1.35,24.05,0.848232848,36.6,11,54,24,1,0,45.83,7,caught,2,New Zealand,Auckland,25-Mar-23,ODI # 4548,C Karunaratne
0.380952381,1.333333333,24.04761905,0.82970297,37.42857143,24,65,42,3,0,57.14,8,caught,1,New Zealand,Hamilton,31-Mar-23,ODI # 4557,C Karunaratne
0.363636364,1.409090909,24.86363636,0.809872029,38.68181818,2,12,11,0,0,18.18,8,lbw,1,Australia,Lucknow,16-Oct-23,ODI # 4671,C Karunaratne
0.347826087,1.347826087,24.26086957,0.797491039,37.52173913,6,28,17,1,0,35.29,8,caught,1,New Zealand,Bengaluru,09-Nov-23,ODI # 4698,C Karunaratne
0,0,0,0,0,31,26,20,5,0,155,5,not out,2,Sri Lanka,Colombo (RPS),18-Jul-21,ODI # 4307,SA Yadav
0,5,20,1.55,26,53,78,44,6,0,120.45,5,lbw,2,Sri Lanka,Colombo (RPS),20-Jul-21,ODI # 4309,SA Yadav
0,5.5,32,1.3125,52,40,63,37,7,0,108.1,5,lbw,1,Sri Lanka,Colombo (RPS),23-Jul-21,ODI # 4312,SA Yadav
0,6,33.66666667,1.227722772,55.66666667,39,42,32,4,1,121.87,6,caught,2,South Africa,Cape Town,23-Jan-22,ODI # 4349,SA Yadav
0.25,5.5,33.25,1.22556391,52.25,34,47,36,5,0,94.44,5,not out,2,West Indies,Ahmedabad,06-Feb-22,ODI # 4353,SA Yadav
0.2,5.4,33.8,1.165680473,51.2,64,118,83,5,0,77.1,5,caught,1,West Indies,Ahmedabad,09-Feb-22,ODI # 4355,SA Yadav
0.166666667,5.333333333,42,1.035714286,62.33333333,6,13,7,1,0,85.71,6,caught,1,West Indies,Ahmedabad,11-Feb-22,ODI # 4356,SA Yadav
0.142857143,4.714285714,37,1.030888031,55.28571429,27,45,29,1,1,93.1,5,bowled,2,England,Lord's,14-Jul-22,ODI # 4428,SA Yadav
0.25,4.25,36,1.020833333,54,16,34,28,1,0,57.14,5,caught,2,England,Manchester,17-Jul-22,ODI # 4433,SA Yadav
0.222222222,3.888888889,35.11111111,0.981012658,51.77777778,13,22,14,2,0,92.85,4,bowled,1,West Indies,Port of Spain,22-Jul-22,ODI # 4436,SA Yadav
0.2,3.7,33,0.978787879,48.8,9,10,8,0,1,112.5,4,bowled,2,West Indies,Port of Spain,24-Jul-22,ODI # 4438,SA Yadav
0.272727273,3.363636364,30.72727273,0.982248521,45.27272727,8,9,6,1,0,133.33,4,caught,1,West Indies,Port of Spain,27-Jul-22,ODI # 4439,SA Yadav
0.25,3.166666667,28.66666667,0.988372093,42.25,4,2,3,1,0,133.33,5,caught,1,New Zealand,Auckland,25-Nov-22,ODI # 4483,SA Yadav
0.230769231,3,26.69230769,0.991354467,39.15384615,34,-,25,2,3,136,3,not out,1,New Zealand,Hamilton,27-Nov-22,ODI # 4487,SA Yadav
0.428571429,2.928571429,26.57142857,1.016129032,39.15384615,6,17,10,0,0,60,5,caught,1,New Zealand,Christchurch,30-Nov-22,ODI # 4489,SA Yadav
0.4,2.733333333,25.46666667,1.005235602,37.67692308,4,6,4,0,0,100,6,caught,1,Sri Lanka,Thiruvananthapuram,15-Jan-23,ODI # 4505,SA Yadav
0.375,2.5625,24.125,1.005181347,35.69711538,31,39,26,4,0,119.23,5,caught,1,New Zealand,Hyderabad,18-Jan-23,ODI # 4507,SA Yadav
0.352941176,2.647058824,24.23529412,1.016990291,35.89140271,14,19,9,0,2,155.55,5,caught,1,New Zealand,Indore,24-Jan-23,ODI # 4511,SA Yadav
0.444444444,2.5,23.38888889,1.028503563,34.95299145,0,3,1,0,0,0,4,lbw,2,Australia,Wankhede,17-Mar-23,ODI # 4538,SA Yadav
0.421052632,2.368421053,22.21052632,1.026066351,33.27125506,0,1,1,0,0,0,4,lbw,1,Australia,Visakhapatnam,19-Mar-23,ODI # 4541,SA Yadav
0.4,2.25,21.15,1.023640662,31.65769231,0,2,1,0,0,0,7,bowled,2,Australia,Chennai,22-Mar-23,ODI # 4545,SA Yadav
0.380952381,2.142857143,20.19047619,1.021226415,30.24542125,19,30,25,3,1,76,3,lbw,2,West Indies,Bridgetown,27-Jul-23,ODI # 4622,SA Yadav
0.409090909,2.181818182,20.40909091,1.006681514,30.23426573,24,37,25,3,0,96,6,caught,1,West Indies,Bridgetown,29-Jul-23,ODI # 4623,SA Yadav
0.391304348,2.217391304,20.60869565,1.004219409,30.52842809,35,43,30,2,2,116.66,6,caught,1,West Indies,Tarouba,01-Aug-23,ODI # 4624,SA Yadav
0.458333333,2.208333333,21,1.013888889,31.04807692,26,37,34,3,0,76.47,6,bowled,2,Bangladesh,Colombo (RPS),15-Sep-23,ODI # 4645,SA Yadav
0.44,2.24,21.52,0.998141264,31.28615385,50,66,49,5,1,102.04,6,caught,2,Australia,Mohali,22-Sep-23,ODI # 4651,SA Yadav
0.461538462,2.346153846,22.57692308,1,32.62130178,72,48,37,6,6,194.59,6,not out,1,Australia,Indore,24-Sep-23,ODI # 4654,SA Yadav
0.666666667,2.481481481,23.11111111,1.056089744,33.19088319,8,7,7,1,0,114.28,6,caught,2,Australia,Rajkot,27-Sep-23,ODI # 4657,SA Yadav
0.642857143,2.428571429,22.53571429,1.057052298,32.25549451,2,8,4,0,0,50,6,run out,2,New Zealand,Dharamsala,22-Oct-23,ODI # 4678,SA Yadav
0.620689655,2.344827586,21.89655172,1.053543307,31.41909814,49,75,47,4,1,104.25,6,caught,1,England,Lucknow,29-Oct-23,ODI # 4686,SA Yadav
0.633333333,2.4,22.73333333,1.052785924,32.87179487,12,13,9,2,0,133.33,6,caught,1,Sri Lanka,Wankhede,02-Nov-23,ODI # 4690,SA Yadav
0.612903226,2.387096774,22.29032258,1.056439942,32.23076923,22,19,14,5,0,157.14,6,caught,1,South Africa,Eden Gardens,05-Nov-23,ODI # 4694,SA Yadav
0,0,0,0,0,29,55,34,3,0,85.29,7,caught,2,New Zealand,Hyderabad,09-Oct-23,ODI # 4663,SA Engelbrecht
0,3,34,0.852941176,55,19,41,37,1,1,51.35,5,caught,1,South Africa,Dharamsala,17-Oct-23,ODI # 4672,SA Engelbrecht
0.5,2,35.5,0.676056338,48,70,100,82,4,1,85.36,7,bowled,1,Sri Lanka,Lucknow,21-Oct-23,ODI # 4676,SA Engelbrecht
0.666666667,2.666666667,51,0.77124183,65.33333333,11,36,21,1,0,52.38,4,caught,2,Australia,Delhi,25-Oct-23,ODI # 4681,SA Engelbrecht
0.5,2.25,43.5,0.74137931,58,35,72,61,3,0,57.37,7,lbw,1,Bangladesh,Eden Gardens,28-Oct-23,ODI # 4685,SA Engelbrecht
0.4,2.4,47,0.69787234,60.8,58,85,86,6,0,67.44,4,run out,1,Afghanistan,Lucknow,03-Nov-23,ODI # 4691,SA Engelbrecht
0.333333333,3,53.5,0.691588785,64.83333333,33,73,49,3,1,67.34,4,caught,2,England,Pune,08-Nov-23,ODI # 4697,SA Engelbrecht
0,0,0,0,0,58,-,51,3,2,113.72,6,not out,1,West Indies,Amstelveen,31-May-22,ODI # 4392,AT Nidamanuru
2,3,51,1.137254902,0,4,16,10,0,0,40,6,caught,1,West Indies,Amstelveen,02-Jun-22,ODI # 4395,AT Nidamanuru
1,1.5,30.5,1.016393443,8,8,20,8,0,0,100,6,caught,2,West Indies,Amstelveen,04-Jun-22,ODI # 4398,AT Nidamanuru
0.666666667,1,23,1.014492754,12,28,40,30,2,1,93.33,6,bowled,1,England,Amstelveen,19-Jun-22,ODI # 4414,AT Nidamanuru
0.75,1.25,24.75,0.98989899,19,4,15,9,0,0,44.44,6,stumped,1,England,Amstelveen,22-Jun-22,ODI # 4417,AT Nidamanuru
0.6,1,21.6,0.944444444,18.2,15,39,21,0,0,71.42,7,bowled,2,Pakistan,Rotterdam,16-Aug-22,ODI # 4448,AT Nidamanuru
0.5,0.833333333,21.5,0.906976744,21.66666667,0,-,2,0,0,0,7,caught,1,Pakistan,Rotterdam,18-Aug-22,ODI # 4452,AT Nidamanuru
0.428571429,0.714285714,18.71428571,0.893129771,21.66666667,24,56,32,2,0,75,7,bowled,2,Pakistan,Rotterdam,21-Aug-22,ODI # 4455,AT Nidamanuru
0.375,0.875,20.375,0.865030675,25.95833333,110,125,96,9,3,114.58,7,not out,2,Zimbabwe,Harare,21-Mar-23,ODI # 4543,AT Nidamanuru
0.666666667,1.777777778,28.77777778,0.969111969,36.96296296,0,2,1,0,0,0,6,bowled,2,Zimbabwe,Harare,23-Mar-23,ODI # 4546,AT Nidamanuru
0.6,1.6,26,0.965384615,33.46666667,18,37,30,2,0,60,7,bowled,1,Zimbabwe,Harare,25-Mar-23,ODI # 4549,AT Nidamanuru
0.545454545,1.636363636,26.36363636,0.927586207,33.78787879,48,84,71,0,3,67.6,6,caught,1,South Africa,Benoni,31-Mar-23,ODI # 4558,AT Nidamanuru
0.75,1.5,30.08333333,0.878116343,37.97222222,1,3,3,0,0,33.33,6,caught,1,Zimbabwe,Harare,20-Jun-23,ODI # 4589,AT Nidamanuru
0.692307692,1.384615385,28,0.873626374,35.28205128,58,76,68,5,0,85.29,5,caught,2,U.S.A.,Harare,22-Jun-23,ODI # 4594,AT Nidamanuru
0.642857143,1.642857143,30.85714286,0.87037037,38.19047619,2,4,2,0,0,100,5,not out,2,Nepal,Harare,24-Jun-23,ODI # 4598,AT Nidamanuru
0.6,1.533333333,28.93333333,0.870967742,35.91111111,111,116,76,11,3,146.05,5,caught,2,West Indies,Harare,26-Jun-23,ODI # 4602,AT Nidamanuru
0.75,2.125,31.875,0.958823529,40.91666667,0,3,2,0,0,0,5,bowled,2,Sri Lanka,Bulawayo,30-Jun-23,ODI # 4606,AT Nidamanuru
0.705882353,2,30.11764706,0.955078125,38.68627451,2,4,2,0,0,100,8,caught,1,Oman,Harare,03-Jul-23,ODI # 4611,AT Nidamanuru
0.666666667,1.888888889,28.55555556,0.955252918,36.75925926,10,14,11,1,0,90.9,5,caught,2,Scotland,Bulawayo,06-Jul-23,ODI # 4616,AT Nidamanuru
0.631578947,1.842105263,27.63157895,0.954285714,35.56140351,0,4,2,0,0,0,4,lbw,2,Sri Lanka,Harare,09-Jul-23,ODI # 4620,AT Nidamanuru
0.6,1.75,26.35,0.950664137,33.98333333,5,10,9,1,0,55.55,5,caught,2,Pakistan,Hyderabad,06-Oct-23,ODI # 4659,AT Nidamanuru
0.571428571,1.714285714,25.52380952,0.944029851,32.84126984,21,28,26,2,1,80.76,5,run out,2,New Zealand,Hyderabad,09-Oct-23,ODI # 4663,AT Nidamanuru
0.590909091,1.727272727,25.54545455,0.93772242,32.62121212,20,56,25,3,0,80,6,lbw,1,South Africa,Dharamsala,17-Oct-23,ODI # 4672,AT Nidamanuru
0.565217391,1.782608696,25.52173913,0.931856899,33.63768116,9,32,16,0,0,56.25,5,lbw,1,Sri Lanka,Lucknow,21-Oct-23,ODI # 4676,AT Nidamanuru
0.541666667,1.708333333,25.125,0.922056385,33.56944444,14,19,18,2,0,77.77,7,caught,2,Australia,Delhi,25-Oct-23,ODI # 4681,AT Nidamanuru
0.52,1.72,24.84,0.917874396,32.98666667,41,47,34,2,3,120.58,7,not out,2,England,Pune,08-Nov-23,ODI # 4697,AT Nidamanuru
0,0,0,0,0,12,33,22,1,0,54.54,2,lbw,1,Sri Lanka,Dambulla,18-Aug-08,ODI # 2742,V Kohli
0,1,22,0.545454545,33,37,82,67,6,0,55.22,2,caught,2,Sri Lanka,Dambulla,20-Aug-08,ODI # 2745,V Kohli
0,3.5,44.5,0.550561798,57.5,25,40,38,4,0,65.78,1,run out,1,Sri Lanka,Colombo (RPS),24-Aug-08,ODI # 2750,V Kohli
0,3.666666667,42.33333333,0.582677165,51.66666667,54,87,66,7,0,81.81,1,bowled,1,Sri Lanka,Colombo (RPS),27-Aug-08,ODI # 2755,V Kohli
0,4.5,48.25,0.663212435,60.5,31,45,46,3,1,67.39,1,lbw,2,Sri Lanka,Colombo (RPS),29-Aug-08,ODI # 2756,V Kohli
0.2,4.2,47.8,0.665271967,57.4,2,6,2,0,0,100,7,not out,1,Sri Lanka,Colombo (RPS),14-Sep-09,ODI # 2889,V Kohli
0.166666667,3.5,40.16666667,0.668049793,48.83333333,16,28,24,1,0,66.66,4,caught,2,Pakistan,Centurion,26-Sep-09,ODI # 2898,V Kohli
